"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00048135","SHASTA DAM, CA US","2010-04-27",,,"1.55","0.0","0.0","68","50","52"
"USC00048135","SHASTA DAM, CA US","2010-04-28",,,"0.71","0.0","0.0","57","41","42"
"USC00048135","SHASTA DAM, CA US","2010-04-29",,,"0.14","0.0","0.0","56","38","42"
"USC00048135","SHASTA DAM, CA US","2010-04-30",,,"0.02","0.0","0.0","61","42","47"
"USC00048135","SHASTA DAM, CA US","2010-05-01",,,"0.00","0.0","0.0","68","46","53"
"USC00048135","SHASTA DAM, CA US","2010-05-02",,,"0.00","0.0","0.0","74","46","60"
"USC00048135","SHASTA DAM, CA US","2010-05-03",,,"0.00","0.0","0.0","77","52","55"
"USC00048135","SHASTA DAM, CA US","2010-05-04",,,"0.00","0.0","0.0","79","49","50"
"USC00048135","SHASTA DAM, CA US","2010-05-05",,,"0.00","0.0","0.0","73","49","51"
"USC00048135","SHASTA DAM, CA US","2010-05-06",,,"0.00","0.0","0.0","63","44","46"
"USC00048135","SHASTA DAM, CA US","2010-05-07",,,"0.00","0.0","0.0","70","46","52"
"USC00048135","SHASTA DAM, CA US","2010-05-08",,,"0.00","0.0","0.0","75","52","55"
"USC00048135","SHASTA DAM, CA US","2010-05-09",,,"0.29","0.0","0.0","75","50","50"
"USC00048135","SHASTA DAM, CA US","2010-05-10",,,"0.40","0.0","0.0","64","47","47"
"USC00048135","SHASTA DAM, CA US","2010-05-11",,,"0.73","0.0","0.0","52","42","44"
"USC00048135","SHASTA DAM, CA US","2010-05-12",,,"0.00","0.0","0.0","71","42","54"
"USC00048135","SHASTA DAM, CA US","2010-05-13",,,"0.00","0.0","0.0","76","54","59"
"USC00048135","SHASTA DAM, CA US","2010-05-14",,,"0.00","0.0","0.0","81","55","57"
"USC00048135","SHASTA DAM, CA US","2010-05-15",,,"0.00","0.0","0.0","83","57","58"
"USC00048135","SHASTA DAM, CA US","2010-05-16",,,"0.00","0.0","0.0","82","58","60"
"USC00048135","SHASTA DAM, CA US","2010-05-17",,,"0.00","0.0","0.0","78","54","56"
"USC00048135","SHASTA DAM, CA US","2010-05-18",,,"0.63","0.0","0.0","64","51","51"
"USC00048135","SHASTA DAM, CA US","2010-05-19",,,"0.03","0.0","0.0","65","51","56"
"USC00048135","SHASTA DAM, CA US","2010-05-20",,,"0.23","0.0","0.0","59","44","47"
"USC00048135","SHASTA DAM, CA US","2010-05-21",,,"0.00","0.0","0.0","70","47","51"
"USC00048135","SHASTA DAM, CA US","2010-05-22",,,"0.02","0.0","0.0","61","38","43"
"USC00048135","SHASTA DAM, CA US","2010-05-23",,,"0.00","0.0","0.0","58","43","49"
"USC00048135","SHASTA DAM, CA US","2010-05-24",,,"0.00","0.0","0.0","70","49","49"
"USC00048135","SHASTA DAM, CA US","2010-05-25",,,"0.02","0.0","0.0","60","49","51"
"USC00048135","SHASTA DAM, CA US","2010-05-26",,,"0.73","0.0","0.0","54","49","50"
"USC00048135","SHASTA DAM, CA US","2010-05-27",,,"0.21","0.0","0.0","62","46","47"
"USC00048135","SHASTA DAM, CA US","2010-05-28",,,"0.51","0.0","0.0","49","45","46"
"USC00048135","SHASTA DAM, CA US","2010-05-29",,,"0.00","0.0","0.0","68","46","53"
"USC00048135","SHASTA DAM, CA US","2010-05-30",,,"0.00","0.0","0.0","79","53","60"
"USC00048135","SHASTA DAM, CA US","2010-05-31",,,"0.00","0.0","0.0","84","53","62"
"USC00048135","SHASTA DAM, CA US","2010-06-01",,,"0.00","0.0","0.0","75","61","61"
"USC00048135","SHASTA DAM, CA US","2010-06-02",,,"0.00","0.0","0.0","75","60","63"
"USC00048135","SHASTA DAM, CA US","2010-06-03",,,"0.08","0.0","0.0","70","58","60"
"USC00048135","SHASTA DAM, CA US","2010-06-04",,,"0.41","0.0","0.0","68","59","60"
"USC00048135","SHASTA DAM, CA US","2010-06-05",,,"0.04","0.0","0.0","67","57","59"
"USC00048135","SHASTA DAM, CA US","2010-06-06",,,"0.01","0.0","0.0","73","59","64"
"USC00048135","SHASTA DAM, CA US","2010-06-07",,,"0.00","0.0","0.0","80","62","65"
"USC00048135","SHASTA DAM, CA US","2010-06-08",,,"0.00","0.0","0.0","85","61","63"
"USC00048135","SHASTA DAM, CA US","2010-06-09",,,"0.00","0.0","0.0","84","60","63"
"USC00048135","SHASTA DAM, CA US","2010-06-10",,,"0.00","0.0","0.0","77","55","58"
"USC00048135","SHASTA DAM, CA US","2010-06-11",,,"0.00","0.0","0.0","74","56","58"
"USC00048135","SHASTA DAM, CA US","2010-06-12",,,"0.00","0.0","0.0","80","58","66"
"USC00048135","SHASTA DAM, CA US","2010-06-13",,,"0.00","0.0","0.0","89","66","69"
"USC00048135","SHASTA DAM, CA US","2010-06-14",,,"0.00","0.0","0.0","89","67","71"
"USC00048135","SHASTA DAM, CA US","2010-06-15",,,"0.00","0.0","0.0","90","65","67"
"USC00048135","SHASTA DAM, CA US","2010-06-16",,,"0.00","0.0","0.0","84","54","57"
"USC00048135","SHASTA DAM, CA US","2010-06-17",,,"0.00","0.0","0.0","78","57","60"
"USC00048135","SHASTA DAM, CA US","2010-06-18",,,"0.00","0.0","0.0","82","60","62"
"USC00048135","SHASTA DAM, CA US","2010-06-19",,,"0.00","0.0","0.0","83","55","55"
"USC00048135","SHASTA DAM, CA US","2010-06-20",,,"0.00","0.0","0.0","74","55","59"
"USC00048135","SHASTA DAM, CA US","2010-06-21",,,"0.00","0.0","0.0","80","59","65"
"USC00048135","SHASTA DAM, CA US","2010-06-22",,,"0.00","0.0","0.0","87","65","68"
"USC00048135","SHASTA DAM, CA US","2010-06-23",,,"0.00","0.0","0.0","88","65","69"
"USC00048135","SHASTA DAM, CA US","2010-06-24",,,"0.00","0.0","0.0","91","68","71"
"USC00048135","SHASTA DAM, CA US","2010-06-25",,,"0.00","0.0","0.0","88","64","66"
"USC00048135","SHASTA DAM, CA US","2010-06-26",,,"0.00","0.0","0.0","87","66","71"
"USC00048135","SHASTA DAM, CA US","2010-06-27",,,"0.00","0.0","0.0","94","71","76"
"USC00048135","SHASTA DAM, CA US","2010-06-28",,,"0.00","0.0","0.0","97","74","76"
"USC00048135","SHASTA DAM, CA US","2010-06-29",,,"0.00","0.0","0.0","100","71","74"
"USC00048135","SHASTA DAM, CA US","2010-06-30",,,"0.00","0.0","0.0","93","69","70"
"USC00048135","SHASTA DAM, CA US","2010-07-01",,,"0.00","0.0","0.0","90","65","67"
"USC00048135","SHASTA DAM, CA US","2010-07-02",,,"0.00","0.0","0.0","89","64","66"
"USC00048135","SHASTA DAM, CA US","2010-07-03",,,"0.00","0.0","0.0","89","64","66"
"USC00048135","SHASTA DAM, CA US","2010-07-04",,,"0.00","0.0","0.0","89","66","71"
"USC00048135","SHASTA DAM, CA US","2010-07-05",,,"0.00","0.0","0.0","95","71","75"
"USC00048135","SHASTA DAM, CA US","2010-07-06",,,"0.00","0.0","0.0","95","72","74"
"USC00048135","SHASTA DAM, CA US","2010-07-07",,,"0.00","0.0","0.0","96","68","72"
"USC00048135","SHASTA DAM, CA US","2010-07-08",,,"0.00","0.0","0.0","100","71","75"
"USC00048135","SHASTA DAM, CA US","2010-07-09",,,"0.00","0.0","0.0",,,
"USC00048135","SHASTA DAM, CA US","2010-07-10",,,"0.00","0.0","0.0","103","73","76"
"USC00048135","SHASTA DAM, CA US","2010-07-11",,,"0.00","0.0","0.0","103","72","75"
"USC00048135","SHASTA DAM, CA US","2010-07-12",,,"0.00","0.0","0.0","101","72","75"
"USC00048135","SHASTA DAM, CA US","2010-07-13",,,"0.00","0.0","0.0","97","66","67"
"USC00048135","SHASTA DAM, CA US","2010-07-14",,,"0.00","0.0","0.0","90","67","72"
"USC00048135","SHASTA DAM, CA US","2010-07-15",,,"0.00","0.0","0.0","97","71","74"
"USC00048135","SHASTA DAM, CA US","2010-07-16",,,"0.00","0.0","0.0","99","74","78"
"USC00048135","SHASTA DAM, CA US","2010-07-17",,,"0.00","0.0","0.0","104","75","78"
"USC00048135","SHASTA DAM, CA US","2010-07-18",,,"0.00","0.0","0.0","104","73","77"
"USC00048135","SHASTA DAM, CA US","2010-07-19",,,"0.00","0.0","0.0","103","75","77"
"USC00048135","SHASTA DAM, CA US","2010-07-20",,,"0.00","0.0","0.0","100","75","77"
"USC00048135","SHASTA DAM, CA US","2010-07-21",,,"0.00","0.0","0.0","102","71","74"
"USC00048135","SHASTA DAM, CA US","2010-07-22",,,"0.00","0.0","0.0","95","70","73"
"USC00048135","SHASTA DAM, CA US","2010-07-23",,,"0.00","0.0","0.0","102","72","75"
"USC00048135","SHASTA DAM, CA US","2010-07-24",,,"0.00","0.0","0.0","100","72","75"
"USC00048135","SHASTA DAM, CA US","2010-07-25",,,"0.00","0.0","0.0","104","74","77"
"USC00048135","SHASTA DAM, CA US","2010-07-26",,,"0.00","0.0","0.0","100","72","75"
"USC00048135","SHASTA DAM, CA US","2010-07-27",,,"0.00","0.0","0.0","96","67","67"
"USC00048135","SHASTA DAM, CA US","2010-07-28",,,"0.00","0.0","0.0","90","65","65"
"USC00048135","SHASTA DAM, CA US","2010-07-29",,,"0.00","0.0","0.0","93","65","68"
"USC00048135","SHASTA DAM, CA US","2010-07-30",,,"0.00","0.0","0.0","95","67","69"
"USC00048135","SHASTA DAM, CA US","2010-07-31",,,"0.00","0.0","0.0","94","68","70"
"USC00048135","SHASTA DAM, CA US","2010-08-01",,,"0.00","0.0","0.0","93","67","70"
"USC00048135","SHASTA DAM, CA US","2010-08-02",,,"0.00","0.0","0.0","96","69","71"
"USC00048135","SHASTA DAM, CA US","2010-08-03",,,"0.00","0.0","0.0","95","68","70"
"USC00048135","SHASTA DAM, CA US","2010-08-04",,,"0.00","0.0","0.0","98","70","73"
"USC00048135","SHASTA DAM, CA US","2010-08-05",,,"0.00","0.0","0.0","96","69","72"
"USC00048135","SHASTA DAM, CA US","2010-08-06",,,"0.00","0.0","0.0","96","68","71"
"USC00048135","SHASTA DAM, CA US","2010-08-07",,,"0.00","0.0","0.0","99","71","73"
"USC00048135","SHASTA DAM, CA US","2010-08-08",,,"0.00","0.0","0.0","98","69","72"
"USC00048135","SHASTA DAM, CA US","2010-08-09",,,"0.00","0.0","0.0","93","65","67"
"USC00048135","SHASTA DAM, CA US","2010-08-10",,,"0.00","0.0","0.0","90","67","70"
"USC00048135","SHASTA DAM, CA US","2010-08-11",,,"0.00","0.0","0.0","85","64","66"
"USC00048135","SHASTA DAM, CA US","2010-08-12",,,"0.00","0.0","0.0","83","64","68"
"USC00048135","SHASTA DAM, CA US","2010-08-13",,,"0.00","0.0","0.0","95","67","68"
"USC00048135","SHASTA DAM, CA US","2010-08-14",,,"0.00","0.0","0.0","94","68","70"
"USC00048135","SHASTA DAM, CA US","2010-08-15",,,"0.00","0.0","0.0","95","70","71"
"USC00048135","SHASTA DAM, CA US","2010-08-16",,,"0.00","0.0","0.0","96","70","73"
"USC00048135","SHASTA DAM, CA US","2010-08-17",,,"0.00","0.0","0.0","102","71","73"
"USC00048135","SHASTA DAM, CA US","2010-08-18",,,"0.00","0.0","0.0","94","65","67"
"USC00048135","SHASTA DAM, CA US","2010-08-19",,,"0.00","0.0","0.0","91","64","67"
"USC00048135","SHASTA DAM, CA US","2010-08-20",,,"0.00","0.0","0.0","98","67","69"
"USC00048135","SHASTA DAM, CA US","2010-08-21",,,"0.00","0.0","0.0","92","65","68"
"USC00048135","SHASTA DAM, CA US","2010-08-22",,,"0.00","0.0","0.0","92","60","62"
"USC00048135","SHASTA DAM, CA US","2010-08-23",,,"0.00","0.0","0.0","88","62","72"
"USC00048135","SHASTA DAM, CA US","2010-08-24",,,"0.00","0.0","0.0","96","72","77"
"USC00048135","SHASTA DAM, CA US","2010-08-25",,,"0.00","0.0","0.0","103","72","73"
"USC00048135","SHASTA DAM, CA US","2010-08-26",,,"0.00","0.0","0.0","107","71","72"
"USC00048135","SHASTA DAM, CA US","2010-08-27",,,"0.00","0.0","0.0","96","72","73"
"USC00048135","SHASTA DAM, CA US","2010-08-28",,,"0.02","0.0","0.0","92","59","59"
"USC00048135","SHASTA DAM, CA US","2010-08-29",,,"0.27","0.0","0.0","62","54","58"
"USC00048135","SHASTA DAM, CA US","2010-08-30",,,"0.00","0.0","0.0","80","58","60"
"USC00048135","SHASTA DAM, CA US","2010-08-31",,,"0.00","0.0","0.0","78","60","62"
"USC00048135","SHASTA DAM, CA US","2010-09-01",,,"0.00","0.0","0.0","86","62","69"
"USC00048135","SHASTA DAM, CA US","2010-09-02",,,"0.00","0.0","0.0","92","69","75"
"USC00048135","SHASTA DAM, CA US","2010-09-03",,,"0.00","0.0","0.0","99","68","69"
"USC00048135","SHASTA DAM, CA US","2010-09-04",,,"0.00","0.0","0.0","100","68","69"
"USC00048135","SHASTA DAM, CA US","2010-09-05",,,"0.00","0.0","0.0","96","68","69"
"USC00048135","SHASTA DAM, CA US","2010-09-06",,,"0.00","0.0","0.0","86","69","71"
"USC00048135","SHASTA DAM, CA US","2010-09-07",,,"0.00","0.0","0.0","92","64","65"
"USC00048135","SHASTA DAM, CA US","2010-09-08",,,"0.00","0.0","0.0","87","62","63"
"USC00048135","SHASTA DAM, CA US","2010-09-09",,,"0.02","0.0","0.0","67","53","57"
"USC00048135","SHASTA DAM, CA US","2010-09-10",,,"0.00","0.0","0.0","74","55","58"
"USC00048135","SHASTA DAM, CA US","2010-09-11",,,"0.00","0.0","0.0","85","58","59"
"USC00048135","SHASTA DAM, CA US","2010-09-12",,,"0.00","0.0","0.0","89","59","62"
"USC00048135","SHASTA DAM, CA US","2010-09-13",,,"0.00","0.0","0.0","92","62","63"
"USC00048135","SHASTA DAM, CA US","2010-09-14",,,"0.00","0.0","0.0","89","60","60"
"USC00048135","SHASTA DAM, CA US","2010-09-15",,,"0.00","0.0","0.0","87","60","61"
"USC00048135","SHASTA DAM, CA US","2010-09-16",,,"0.00","0.0","0.0","87","60","61"
"USC00048135","SHASTA DAM, CA US","2010-09-17",,,"0.00","0.0","0.0","90","61","65"
"USC00048135","SHASTA DAM, CA US","2010-09-18",,,"0.02","0.0","0.0","80","62","64"
"USC00048135","SHASTA DAM, CA US","2010-09-19",,,"0.17","0.0","0.0","77","58","58"
"USC00048135","SHASTA DAM, CA US","2010-09-20",,,"0.27","0.0","0.0","67","56","58"
"USC00048135","SHASTA DAM, CA US","2010-09-21",,,"0.00","0.0","0.0","80","58","58"
"USC00048135","SHASTA DAM, CA US","2010-09-22",,,"0.00","0.0","0.0","76","53","54"
"USC00048135","SHASTA DAM, CA US","2010-09-23",,,"0.00","0.0","0.0","76","54","56"
"USC00048135","SHASTA DAM, CA US","2010-09-24",,,"0.00","0.0","0.0","81","56","59"
"USC00048135","SHASTA DAM, CA US","2010-09-25",,,"0.00","0.0","0.0","87","59","62"
"USC00048135","SHASTA DAM, CA US","2010-09-26",,,"0.00","0.0","0.0","91","61","63"
"USC00048135","SHASTA DAM, CA US","2010-09-27",,,"0.00","0.0","0.0","91","63","74"
"USC00048135","SHASTA DAM, CA US","2010-09-28",,,"0.00","0.0","0.0","96","67","67"
"USC00048135","SHASTA DAM, CA US","2010-09-29",,,"0.00","0.0","0.0","97","66","74"
"USC00048135","SHASTA DAM, CA US","2010-09-30",,,"0.00","0.0","0.0","101","69","69"
"USC00048135","SHASTA DAM, CA US","2010-10-01",,,"0.00","0.0","0.0","97","66","66"
"USC00048135","SHASTA DAM, CA US","2010-10-02",,,"0.00","0.0","0.0","97","64","65"
"USC00048135","SHASTA DAM, CA US","2010-10-03",,,"0.00","0.0","0.0","92","64","65"
"USC00048135","SHASTA DAM, CA US","2010-10-04",,,"0.00","0.0","0.0","78","56","56"
"USC00048135","SHASTA DAM, CA US","2010-10-05",,,"0.00","0.0","0.0","71","55","60"
"USC00048135","SHASTA DAM, CA US","2010-10-06",,,"0.04","0.0","0.0","78","56","58"
"USC00048135","SHASTA DAM, CA US","2010-10-07",,,"0.02","0.0","0.0","74","57","58"
"USC00048135","SHASTA DAM, CA US","2010-10-08",,,"0.00","0.0","0.0","74","56","56"
"USC00048135","SHASTA DAM, CA US","2010-10-09",,,"0.00","0.0","0.0","74","56","58"
"USC00048135","SHASTA DAM, CA US","2010-10-10",,,"0.00","0.0","0.0","81","58","67"
