DATE,STATION,NAME,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
2010-03-31,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,54.0,36.0,36.0
2010-04-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,50.0,36.0,39.92582033718396
2010-04-02,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,59.0,40.0,41.974020652591804
2010-04-03,USC00048135,"SHASTA DAM, CA US",,,1.14,0.0,0.0,48.0,35.0,36.02164485094934
2010-04-04,USC00048135,"SHASTA DAM, CA US",,,0.09,0.0,0.0,52.0,36.0,40.978483912680495
2010-04-05,USC00048135,"SHASTA DAM, CA US",,,0.88,0.0,0.0,43.0,36.0,36.98497083214793
2010-04-06,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,51.0,37.0,37.10160303936045
2010-04-07,USC00048135,"SHASTA DAM, CA US",,0.0,0.0,0.0,0.0,61.0,37.0,49.0273649452541
2010-04-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,76.0,47.0,47.88491151792615
2010-04-09,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,63.0,47.0,47.0
2010-04-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,67.0,46.0,48.946164981855
2010-04-11,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,57.0,46.0,47.052102595754135
2010-04-12,USC00048135,"SHASTA DAM, CA US",,,2.6,0.0,0.0,47.0,38.0,44.010293980738396
2010-04-13,USC00048135,"SHASTA DAM, CA US",,,1.25,0.0,0.0,47.0,42.0,45.1130310810337
2010-04-14,USC00048135,"SHASTA DAM, CA US",,,0.23,0.0,0.0,56.0,45.0,45.9259958717275
2010-04-15,USC00048135,"SHASTA DAM, CA US",,,0.45,0.0,0.0,53.0,42.0,42.980757983772016
2010-04-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,66.0,43.0,45.893588584585636
2010-04-17,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,68.0,46.0,50.99581970667468
2010-04-18,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,72.0,49.0,50.84634189833132
2010-04-19,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,79.0,50.0,52.032148456585006
2010-04-20,USC00048135,"SHASTA DAM, CA US",,,0.76,0.0,0.0,70.0,45.0,45.0
2010-04-21,USC00048135,"SHASTA DAM, CA US",,,0.5,0.0,0.0,51.0,43.0,45.015518473804796
2010-04-22,USC00048135,"SHASTA DAM, CA US",,,0.01,0.0,0.0,61.0,45.0,51.07881346436942
2010-04-23,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,72.0,51.0,54.02248024892956
2010-04-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,78.0,50.0,51.872322246361605
2010-04-25,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,75.0,52.0,53.94441272244597
2010-04-26,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,80.0,53.0,53.0
2010-04-27,USC00048135,"SHASTA DAM, CA US",,,1.55,0.0,0.0,68.0,50.0,51.967190052999236
2010-04-28,USC00048135,"SHASTA DAM, CA US",,,0.71,0.0,0.0,57.0,41.0,41.979404196064515
2010-04-29,USC00048135,"SHASTA DAM, CA US",,,0.14,0.0,0.0,56.0,38.0,42.1621452508152
2010-04-30,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,61.0,42.0,47.01003554460868
2010-05-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,68.0,46.0,53.03822596165483
2010-05-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,74.0,46.0,59.799119850442935
2010-05-03,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,77.0,52.0,55.074600465223284
2010-05-04,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,79.0,49.0,50.28519618795584
2010-05-05,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,73.0,49.0,51.134565413628515
2010-05-06,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,63.0,44.0,45.95598098160878
2010-05-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,70.0,46.0,52.22810574236392
2010-05-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,75.0,52.0,55.00274963665955
2010-05-09,USC00048135,"SHASTA DAM, CA US",,,0.29,0.0,0.0,75.0,50.0,50.03065462765214
2010-05-10,USC00048135,"SHASTA DAM, CA US",,,0.4,0.0,0.0,64.0,47.0,47.0
2010-05-11,USC00048135,"SHASTA DAM, CA US",,,0.73,0.0,0.0,52.0,42.0,43.97066811317947
2010-05-12,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,71.0,42.0,53.77519048072289
2010-05-13,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,76.0,54.0,59.078749403188645
2010-05-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,81.0,55.0,56.970300179252746
2010-05-15,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,83.0,57.0,57.98119393121263
2010-05-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,82.0,58.0,60.02733376441385
2010-05-17,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,78.0,54.0,55.95854217656991
2010-05-18,USC00048135,"SHASTA DAM, CA US",,,0.63,0.0,0.0,64.0,51.0,51.0263826777203
2010-05-19,USC00048135,"SHASTA DAM, CA US",,,0.03,0.0,0.0,65.0,51.0,56.120306050944556
2010-05-20,USC00048135,"SHASTA DAM, CA US",,,0.23,0.0,0.0,59.0,44.0,47.0404813353695
2010-05-21,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,70.0,47.0,50.98465028631552
2010-05-22,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,61.0,38.0,42.98765048961173
2010-05-23,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,58.0,43.0,49.020059357907776
2010-05-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,70.0,49.0,49.0
2010-05-25,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,60.0,49.0,51.02078597012759
2010-05-26,USC00048135,"SHASTA DAM, CA US",,,0.73,0.0,0.0,54.0,49.0,50.068457089247396
2010-05-27,USC00048135,"SHASTA DAM, CA US",,,0.21,0.0,0.0,62.0,46.0,47.008751609611075
2010-05-28,USC00048135,"SHASTA DAM, CA US",,,0.51,0.0,0.0,49.0,45.0,45.95758671020666
2010-05-29,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,68.0,46.0,52.971289648017006
2010-05-30,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,79.0,53.0,60.06521688403099
2010-05-31,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,84.0,53.0,61.889982379541635
2010-06-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,75.0,61.0,61.0
2010-06-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,75.0,60.0,62.83930989862193
2010-06-03,USC00048135,"SHASTA DAM, CA US",,,0.08,0.0,0.0,70.0,58.0,60.00339986993398
2010-06-04,USC00048135,"SHASTA DAM, CA US",,,0.41,0.0,0.0,68.0,59.0,60.08618876757412
2010-06-05,USC00048135,"SHASTA DAM, CA US",,,0.04,0.0,0.0,67.0,57.0,59.133148182645755
2010-06-06,USC00048135,"SHASTA DAM, CA US",,,0.01,0.0,0.0,73.0,59.0,64.15486658431948
2010-06-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,80.0,62.0,64.93095258578087
2010-06-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,85.0,61.0,63.02500309655117
2010-06-09,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,84.0,60.0,62.9597687658816
2010-06-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,77.0,55.0,58.16476439522251
2010-06-11,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,74.0,56.0,58.13034463001058
2010-06-12,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,80.0,58.0,66.01680714389772
2010-06-13,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,89.0,66.0,68.93806442537887
2010-06-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,89.0,67.0,70.65519570857619
2010-06-15,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,90.0,65.0,66.85664001824834
2010-06-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,84.0,54.0,56.81477072414924
2010-06-17,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,78.0,57.0,59.85537674300958
2010-06-18,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,82.0,60.0,62.187884761791196
2010-06-19,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,83.0,55.0,55.0
2010-06-20,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,74.0,55.0,58.893905700516164
2010-06-21,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,80.0,59.0,64.9079475867684
2010-06-22,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,87.0,65.0,68.25985447289763
2010-06-23,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,88.0,65.0,68.99375477722089
2010-06-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,91.0,68.0,71.09942042661042
2010-06-25,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,88.0,64.0,66.01753954115225
2010-06-26,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,87.0,66.0,70.80155909824
2010-06-27,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,94.0,71.0,76.15326394676495
2010-06-28,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,97.0,74.0,76.04010967513406
2010-06-29,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,100.0,71.0,73.98782870209848
2010-06-30,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,93.0,69.0,70.1760127464345
2010-07-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,90.0,65.0,66.96534510622902
2010-07-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,89.0,64.0,65.98555848352431
2010-07-03,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,89.0,64.0,65.96548972794048
2010-07-04,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,89.0,66.0,71.1076291285313
2010-07-05,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,71.0,75.08138229320235
2010-07-06,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,72.0,74.02786188618619
2010-07-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,68.0,71.89482324524876
2010-07-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,100.0,71.0,74.96297664055241
2010-07-09,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,101.5,72.0,75.39479157327652
2010-07-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,103.0,73.0,76.11603678217172
2010-07-11,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,103.0,72.0,74.84252726416274
2010-07-12,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,101.0,72.0,75.15943711881644
2010-07-13,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,97.0,66.0,67.12876528773992
2010-07-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,90.0,67.0,71.9081471109365
2010-07-15,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,97.0,71.0,73.95835157363601
2010-07-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,99.0,74.0,77.92875695955658
2010-07-17,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,104.0,75.0,78.04302337976983
2010-07-18,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,104.0,73.0,77.14124482266874
2010-07-19,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,103.0,75.0,77.11856193163392
2010-07-20,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,100.0,75.0,76.95670695265845
2010-07-21,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,102.0,71.0,74.12548070677444
2010-07-22,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,70.0,73.11718220344612
2010-07-23,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,102.0,72.0,74.98111660912461
2010-07-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,100.0,72.0,74.9990541522077
2010-07-25,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,104.0,74.0,77.15417140846468
2010-07-26,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,100.0,72.0,75.10583618802464
2010-07-27,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,67.0,67.12247839845092
2010-07-28,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,90.0,65.0,65.25853841120501
2010-07-29,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,93.0,65.0,68.05472670163124
2010-07-30,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,67.0,69.03256647209108
2010-07-31,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,94.0,68.0,70.13579374613256
2010-08-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,93.0,67.0,70.1987820911467
2010-08-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,69.0,70.93886060694841
2010-08-03,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,68.0,69.97981414788134
2010-08-04,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,98.0,70.0,72.8981429379453
2010-08-05,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,69.0,72.03427499744112
2010-08-06,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,68.0,71.0889258603824
2010-08-07,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,99.0,71.0,72.90511227153654
2010-08-08,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,98.0,69.0,72.11337955202217
2010-08-09,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,93.0,65.0,66.95466730874291
2010-08-10,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,90.0,67.0,69.94652092461689
2010-08-11,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,85.0,64.0,66.11299382532238
2010-08-12,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,83.0,64.0,67.93748594417632
2010-08-13,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,67.0,67.8596501522777
2010-08-14,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,94.0,68.0,70.0743657109909
2010-08-15,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,95.0,70.0,70.98682977031069
2010-08-16,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,70.0,73.1198058833177
2010-08-17,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,102.0,71.0,73.08329906707635
2010-08-18,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,94.0,65.0,66.82517016392184
2010-08-19,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,91.0,64.0,67.1315534423389
2010-08-20,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,98.0,67.0,69.1899749952847
2010-08-21,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,92.0,65.0,68.10336035092642
2010-08-22,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,92.0,60.0,62.107386042354705
2010-08-23,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,88.0,62.0,71.97523279190922
2010-08-24,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,72.0,76.95233046463655
2010-08-25,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,103.0,72.0,73.02124446950262
2010-08-26,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,107.0,71.0,72.09199053580205
2010-08-27,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,96.0,72.0,73.08947336081197
2010-08-28,USC00048135,"SHASTA DAM, CA US",,,0.02,0.0,0.0,92.0,59.0,59.0
2010-08-29,USC00048135,"SHASTA DAM, CA US",,,0.27,0.0,0.0,62.0,54.0,57.94608409015044
2010-08-30,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,80.0,58.0,59.85098465536163
2010-08-31,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,78.0,60.0,62.06469199253555
2010-09-01,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,86.0,62.0,68.9610218725958
2010-09-02,USC00048135,"SHASTA DAM, CA US",,,0.0,0.0,0.0,92.0,69.0,74.96989552028865
